,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2015-06-19,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-06-23,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-06-24,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-06-25,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-06-26,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-06-29,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-06-30,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-01,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-02,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-03,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-06,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-07,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-08,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-09,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-10,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-13,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-14,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-15,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-16,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-17,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-20,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-21,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-22,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-23,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-24,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-27,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-28,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-29,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-30,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-07-31,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-08-03,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-08-04,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-08-05,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
2015-08-06,600000.XSHG,600010.XSHG,600015.XSHG,600016.XSHG,600018.XSHG,600028.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600089.XSHG,600104.XSHG,600109.XSHG,600111.XSHG,600150.XSHG,600256.XSHG,600406.XSHG,600518.XSHG,600519.XSHG,600583.XSHG,600585.XSHG,600637.XSHG,600690.XSHG,600837.XSHG,600887.XSHG,600893.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601901.XSHG,601988.XSHG,601989.XSHG,601998.XSHG
